UTMMAP1,UTMMAP2,UTMMAP3,UTMMAP4,UTMSCALE,LAND_NO,EVAPRICE
4935,1,0072,00,4000,59,1000.00000000
4935,1,0072,00,4000,62,150.00000000
4935,1,0072,00,4000,114,150.00000000
4935,1,0074,00,4000,27,330.00000000
4935,1,0074,00,4000,33,330.00000000
4935,1,0074,00,4000,41,400.00000000
4935,1,0074,00,4000,67,410.00000000
4935,1,0074,00,4000,113,150.00000000
4935,1,0074,00,4000,123,330.00000000
4935,1,0074,00,4000,148,150.00000000
4935,1,0076,00,4000,22,300.00000000
4935,1,0076,00,4000,88,1050.00000000
4935,1,0076,00,4000,113,1100.00000000
4935,1,0076,00,4000,206,600.00000000
4935,1,0076,00,4000,255,470.00000000
4935,1,0076,00,4000,280,990.00000000
4935,1,0076,00,4000,334,350.00000000
4935,1,0076,00,4000,350,300.00000000
4935,1,0076,00,4000,352,3300.00000000
4935,1,0076,00,4000,364,1050.00000000
4935,1,0076,00,4000,418,800.00000000
4935,1,0076,00,4000,461,1500.00000000
4935,1,0076,00,4000,469,550.00000000
4935,1,0076,00,4000,471,980.00000000
4935,1,0076,00,4000,487,1500.00000000
4935,1,0076,00,4000,498,2200.00000000
4935,1,0076,00,4000,525,700.00000000
4935,1,0076,00,4000,529,330.00000000
4935,1,0076,00,4000,548,1200.00000000
4935,1,0076,01,2000,47,800.00000000
4935,1,0076,07,1000,10,300.00000000
4935,1,0076,07,1000,13,300.00000000
4935,1,0076,08,1000,1,1500.00000000
4935,1,0076,11,1000,26,1500.00000000
4935,1,0078,00,4000,43,550.00000000
4935,1,0078,00,4000,57,1050.00000000
4935,1,0078,00,4000,80,1050.00000000
4935,1,0078,00,4000,83,1050.00000000
4935,1,0078,00,4000,89,1050.00000000
4935,1,0078,00,4000,110,550.00000000
4935,1,0078,00,4000,177,720.00000000
4935,1,0078,00,4000,191,550.00000000
4935,1,0078,00,4000,197,550.00000000
4935,1,0078,00,4000,200,550.00000000
4935,1,0078,00,4000,229,550.00000000
4935,1,0078,00,4000,284,550.00000000
4935,1,0078,00,4000,322,720.00000000
4935,1,0078,00,4000,362,1050.00000000
4935,1,0078,00,4000,365,1150.00000000
4935,1,0078,00,4000,412,550.00000000
4935,1,0078,00,4000,441,550.00000000
4935,1,0078,00,4000,449,1050.00000000
4935,1,0078,00,4000,467,550.00000000
4935,1,0078,00,4000,496,550.00000000
4935,1,0078,00,4000,520,1000.00000000
4935,1,0078,00,4000,587,800.00000000
4935,1,0078,00,4000,590,1300.00000000
4935,1,0078,00,4000,604,1000.00000000
4935,1,0078,00,4000,612,550.00000000
4935,1,0078,00,4000,627,720.00000000
4935,1,0078,00,4000,635,2500.00000000
4935,1,0078,00,4000,726,1200.00000000
4935,1,0078,00,4000,730,550.00000000
4935,1,0078,00,4000,733,550.00000000
4935,1,0078,00,4000,738,600.00000000
4935,1,0078,00,4000,794,550.00000000
4935,1,0078,00,4000,906,1200.00000000
4935,1,0078,00,4000,916,550.00000000
4935,1,0078,00,4000,930,750.00000000
4935,1,0078,00,4000,964,720.00000000
4935,1,0078,00,4000,993,1500.00000000
4935,1,0078,00,4000,1003,550.00000000
4935,1,0078,00,4000,1006,550.00000000
4935,1,0078,00,4000,1015,1050.00000000
4935,1,0078,00,4000,1061,550.00000000
4935,1,0078,00,4000,1093,550.00000000
4935,1,0078,00,4000,1099,550.00000000
4935,1,0078,03,2000,9,900.00000000
4935,1,0078,03,2000,17,720.00000000
4935,1,0078,03,2000,44,900.00000000
4935,1,0080,00,4000,6,1200.00000000
4935,1,0080,00,4000,9,1200.00000000
4935,1,0080,00,4000,25,1050.00000000
4935,1,0080,00,4000,102,1300.00000000
4935,1,0080,00,4000,104,550.00000000
4935,1,0080,00,4000,241,550.00000000
